Tyear,Transect,Date,Year,Round,Species,0,5,10,15,20,25,30,35,40,45,Total,Average,SPECIAL
I50_2021_3,I50,05/11,2021,3,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,2.000,47.000,0.000,4.000,53.000,9.636,0
I50_2021_3,I50,05/11,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,0
I50_2021_3,I50,05/11,2021,3,EROBRA,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,0
I50_2021_3,I50,05/11,2021,3,CLAPUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I50_2021_3,I50,05/11,2021,3,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I50_2021_3,I50,05/11,2021,3,ERICAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I50_2021_3,I50,05/11,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_3,GYP09,05/12,2021,3,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6
GYP09_2021_3,GYP09,05/12,2021,3,BRANIG,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,1.455,0
GYP09_2021_3,GYP09,05/12,2021,3,KECANT,19.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19.000,3.455,0
GYP09_2021_3,GYP09,05/12,2021,3,DEIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_3,GYP09,05/12,2021,3,ERICON,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
GYP09_2021_3,GYP09,05/12,2021,3,BLOCRO,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1
I02_2021_3,I02,05/12,2021,3,TRILAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38
I02_2021_3,I02,05/12,2021,3,ACMGLA,0.000,0.000,0.000,0.000,0.000,0.000,0.000,212.000,0.000,0.000,212.000,38.545,16
I02_2021_3,I02,05/12,2021,3,BRANIG,8.000,0.000,9.000,0.000,1.000,2.000,7.000,2.000,15.000,1.000,45.000,8.182,0
I02_2021_3,I02,05/12,2021,3,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1
I02_2021_3,I02,05/12,2021,3,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,131
I02_2021_3,I02,05/12,2021,3,DEIFAS,32.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,36.000,6.545,0
I02_2021_3,I02,05/12,2021,3,MALFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I02_2021_3,I02,05/12,2021,3,OSMTEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
I02_2021_3,I02,05/12,2021,3,CENMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_3,IRC08,05/13,2021,3,BRANIG,10.000,0.000,0.000,0.000,0.000,39.000,0.000,0.000,42.000,0.000,91.000,16.545,0
IRC08_2021_3,IRC08,05/13,2021,3,EROCIC,3.000,0.000,10.000,0.000,0.000,12.000,1.000,3.000,6.000,6.000,41.000,7.455,11
IRC08_2021_3,IRC08,05/13,2021,3,PHAPAR,0.000,0.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,0
IRC08_2021_3,IRC08,05/13,2021,3,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18
IRC08_2021_3,IRC08,05/13,2021,3,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_3,IRC08,05/13,2021,3,OSMTEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0
IRC08_2021_3,IRC08,05/13,2021,3,RAFCAL,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,0
IRC08_2021_3,IRC08,05/13,2021,3,EMMPEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.182,0
SS04_2022_1,SS04,03/16,2022,1,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,0.364,
SS04_2022_1,SS04,03/16,2022,1,EROCIC,0.000,13.000,39.000,33.000,15.000,17.000,10.000,8.000,3.000,0.000,138.000,25.091,
SS04_2022_1,SS04,03/16,2022,1,LUPBIC,0.000,7.000,6.000,0.000,21.000,6.000,6.000,0.000,8.000,0.000,54.000,9.818,
SS04_2022_1,SS04,03/16,2022,1,CRYMUR,0.000,0.000,0.000,0.000,5.000,15.000,11.000,23.000,2.000,0.000,56.000,10.182,
SS04_2022_1,SS04,03/16,2022,1,CALMAC,0.000,0.000,0.000,0.000,0.000,1.000,0.000,13.000,2.000,0.000,16.000,2.909,
SS04_2022_1,SS04,03/16,2022,1,LUPSUC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS04_2022_1,SS04,03/16,2022,1,DICCAP,4.000,1.000,2.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,11.000,2.000,
SS04_2022_1,SS04,03/16,2022,1,EUCCHR,0.000,0.000,6.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,1.455,
SS04_2022_1,SS04,03/16,2022,1,EMMPEN,0.000,0.000,3.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.909,
SS04_2022_1,SS04,03/16,2022,1,EROMOS,0.000,8.000,0.000,4.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,2.182,
SS04_2022_1,SS04,03/16,2022,1,EROBOT,11.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,13.000,2.364,
SS04_2022_1,SS04,03/16,2022,1,SONOLE,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
SS04_2022_1,SS04,03/16,2022,1,GILANG,0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.000,2.909,
SS03_2022_1,SS03,03/16,2022,1,EROBOT,4.000,1.000,0.000,6.000,12.000,9.000,0.000,0.000,1.000,5.000,38.000,6.909,
SS03_2022_1,SS03,03/16,2022,1,EROCIC,2.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,6.000,1.091,
SS03_2022_1,SS03,03/16,2022,1,DICCAP,0.000,4.000,0.000,3.000,0.000,0.000,0.000,0.000,4.000,1.000,12.000,2.182,
SS03_2022_1,SS03,03/16,2022,1,CRYMUR,0.000,1.000,0.000,32.000,1.000,2.000,0.000,0.000,0.000,0.000,36.000,6.545,
SS03_2022_1,SS03,03/16,2022,1,GILANG,0.000,0.000,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.909,
SS03_2022_1,SS03,03/16,2022,1,CALCIL,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
SS03_2022_1,SS03,03/16,2022,1,CALMAC,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.182,
I15_2022_1,I15,03/17,2022,1,EROCIC,1.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,3.000,0.545,
I15_2022_1,I15,03/17,2022,1,EROMOS,0.000,0.000,0.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,3.000,0.545,
I15_2022_1,I15,03/17,2022,1,LUPBIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I15_2022_1,I15,03/17,2022,1,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I15_2022_1,I15,03/17,2022,1,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I15_2022_1,I15,03/17,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I15_2022_1,I15,03/17,2022,1,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I14_2022_1,I14,03/17,2022,1,ESCCAL,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,40.000,0.000,42.000,7.636,
I14_2022_1,I14,03/17,2022,1,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I14_2022_1,I14,03/17,2022,1,GILANG,20.000,19.000,15.000,0.000,7.000,7.000,28.000,4.000,32.000,3.000,135.000,24.545,
I14_2022_1,I14,03/17,2022,1,LUPBIC,0.000,0.000,17.000,0.000,0.000,4.000,17.000,0.000,3.000,0.000,41.000,7.455,
I14_2022_1,I14,03/17,2022,1,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I14_2022_1,I14,03/17,2022,1,MEDPOL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I14_2022_1,I14,03/17,2022,1,LUPTRU,0.000,0.000,0.000,3.000,8.000,0.000,3.000,0.000,0.000,0.000,14.000,2.545,
BKR07_2022_1,BKR07,03/18,2022,1,EROCIC,0.000,0.000,4.000,0.000,0.000,0.000,0.000,1.000,0.000,9.000,14.000,2.545,
BKR07_2022_1,BKR07,03/18,2022,1,ERIFAS,0.000,0.000,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,1.818,
BKR07_2022_1,BKR07,03/18,2022,1,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR07_2022_1,BKR07,03/18,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.182,
IRC01_2022_1,IRC01,03/18,2022,1,EROCIC,0.000,9.000,12.000,7.000,3.000,26.000,0.000,39.000,0.000,7.000,103.000,18.727,
IRC01_2022_1,IRC01,03/18,2022,1,EUCCHR,22.000,21.000,3.000,10.000,1.000,44.000,0.000,17.000,2.000,0.000,120.000,21.818,
IRC01_2022_1,IRC01,03/18,2022,1,DICCAP,8.000,2.000,0.000,0.000,2.000,4.000,0.000,0.000,0.000,0.000,16.000,2.909,
IRC01_2022_1,IRC01,03/18,2022,1,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC01_2022_1,IRC01,03/18,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,34.000,0.000,0.000,0.000,0.000,34.000,6.182,
IRC01_2022_1,IRC01,03/18,2022,1,CALCIL,1.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,1.273,
I08_2022_1,I08,03/22,2022,1,LUPBIC,5.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,3.000,0.000,10.000,1.818,
I08_2022_1,I08,03/22,2022,1,EROCIC,2.000,0.000,2.000,1.000,17.000,2.000,0.000,9.000,0.000,0.000,33.000,6.000,
I08_2022_1,I08,03/22,2022,1,DICCAP,0.000,0.000,0.000,2.000,1.000,1.000,0.000,2.000,0.000,0.000,6.000,1.091,
I08_2022_1,I08,03/22,2022,1,BRANIG,0.000,0.000,0.000,5.000,16.000,1.000,0.000,9.000,0.000,0.000,31.000,5.636,
I08_2022_1,I08,03/22,2022,1,CASEXS,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
I08_2022_1,I08,03/22,2022,1,SALMEL,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,1.818,
I08_2022_1,I08,03/22,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I08_2022_1,I08,03/22,2022,1,ERIFAS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I40_2022_1,I40,03/22,2022,1,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I40_2022_1,I40,03/22,2022,1,LUPTRU,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I40_2022_1,I40,03/22,2022,1,SANARG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I40_2022_1,I40,03/22,2022,1,SALMEL,2.000,0.000,0.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,28.000,5.091,
I40_2022_1,I40,03/22,2022,1,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,
I40_2022_1,I40,03/22,2022,1,LUPBIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,0.727,
I40_2022_1,I40,03/22,2022,1,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.000,0.000,0.000,27.000,4.909,
I40_2022_1,I40,03/22,2022,1,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,6.000,1.091,
I40_2022_1,I40,03/22,2022,1,CASEXS,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,1.000,4.000,0.727,
I40_2022_1,I40,03/22,2022,1,EROBOT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I40_2022_1,I40,03/22,2022,1,EUCCHR,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
IRC23_2022_1,IRC23,3/23,2022,1,EROCIC,0.000,0.000,17.000,10.000,6.000,4.000,5.000,11.000,7.000,2.000,62.000,11.273,
IRC23_2022_1,IRC23,3/23,2022,1,CALMAC,2.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,1.000,1.000,8.000,1.455,
IRC23_2022_1,IRC23,3/23,2022,1,CRYMUR,0.000,0.000,0.000,77.000,0.000,0.000,29.000,28.000,7.000,0.000,141.000,25.636,
IRC23_2022_1,IRC23,3/23,2022,1,LUPBIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5.000,0.000,5.000,0.909,
IRC23_2022_1,IRC23,3/23,2022,1,DICCAP,0.000,0.000,0.000,3.000,2.000,0.000,4.000,0.000,0.000,0.000,9.000,1.636,
IRC23_2022_1,IRC23,3/23,2022,1,PHAPAR,0.000,0.000,0.000,1.000,5.000,2.000,0.000,0.000,0.000,0.000,8.000,1.455,
IRC23_2022_1,IRC23,3/23,2022,1,ENCCAL,0.000,0.000,0.000,8.000,10.000,3.000,0.000,0.000,0.000,0.000,21.000,3.818,
IRC23_2022_1,IRC23,3/23,2022,1,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC23_2022_1,IRC23,3/23,2022,1,MIRLAE,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BD21_2022_1,BD21,3/23,2022,1,SALMEL,46.000,102.000,289.000,235.000,50.000,0.000,0.000,109.000,33.000,28.000,892.000,162.182,
BD21_2022_1,BD21,3/23,2022,1,KECANT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BD21_2022_1,BD21,3/23,2022,1,EUCCHR,0.000,0.000,0.000,0.000,4.000,5.000,40.000,0.000,0.000,0.000,49.000,8.909,
GYP01_2022_1,GYP01,3/24,2022,1,MICLIN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,7.000,1.273,
GYP01_2022_1,GYP01,3/24,2022,1,EUCCHR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,24.000,4.364,
GYP01_2022_1,GYP01,3/24,2022,1,DICCAP,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,1.091,
GYP01_2022_1,GYP01,3/24,2022,1,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP01_2022_1,GYP01,3/24,2022,1,SOLXAN,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,2.182,
GYP01_2022_1,GYP01,3/24,2022,1,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,
GYP01_2022_1,GYP01,3/24,2022,1,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP02_2022_1,GYP02,3/24,2022,1,EUCCHR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP02_2022_1,GYP02,3/24,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,12.000,12.000,2.182,
GYP02_2022_1,GYP02,3/24,2022,1,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP04_2022_1,GYP04,3/25,2022,1,SALMEL,0.000,0.000,0.000,0.000,35.000,0.000,0.000,0.000,0.000,0.000,35.000,6.364,
GYP04_2022_1,GYP04,3/25,2022,1,ERICAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP04_2022_1,GYP04,3/25,2022,1,CRYMUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,2.000,0.364,
GYP04_2022_1,GYP04,3/25,2022,1,ESCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP04_2022_1,GYP04,3/25,2022,1,PHAPAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP04_2022_1,GYP04,3/25,2022,1,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,3.000,0.545,
GYP04_2022_1,GYP04,3/25,2022,1,KECANT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP04_2022_1,GYP04,3/25,2022,1,EUCCHR,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,0.000,10.000,1.818,
GYP04_2022_1,GYP04,3/25,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,4.000,0.727,
GYP04_2022_1,GYP04,3/25,2022,1,AMSMEN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,92.000,92.000,16.727,
GYP08_2022_1,GYP08,3/25,2022,1,EUCCHR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,65.000,0.000,67.000,12.182,
GYP08_2022_1,GYP08,3/25,2022,1,PHOAUR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,2.000,0.364,
GYP08_2022_1,GYP08,3/25,2022,1,LASCAL,0.000,0.000,0.000,0.000,0.000,0.000,56.000,0.000,0.000,0.000,56.000,10.182,
GYP08_2022_1,GYP08,3/25,2022,1,GILANG,0.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,1.000,0.000,11.000,2.000,
GYP08_2022_1,GYP08,3/25,2022,1,SALMEL,0.000,32.000,0.000,0.000,0.000,52.000,0.000,0.000,0.000,0.000,84.000,15.273,
GYP08_2022_1,GYP08,3/25,2022,1,SISBEL,0.000,0.000,0.000,54.000,0.000,0.000,0.000,0.000,0.000,0.000,54.000,9.818,
GYP08_2022_1,GYP08,3/25,2022,1,SANARG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_1,GYP08,3/25,2022,1,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_1,GYP08,3/25,2022,1,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
GYP08_2022_1,GYP08,3/25,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS05_2022_1,SS05,3/30,2022,1,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,68.000,59.000,70.000,7.000,204.000,37.091,
SS05_2022_1,SS05,3/30,2022,1,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.000,9.000,1.636,
SS05_2022_1,SS05,3/30,2022,1,CRYMUR,202.000,15.000,10.000,0.000,0.000,12.000,0.000,6.000,0.000,23.000,268.000,48.727,
SS05_2022_1,SS05,3/30,2022,1,CALMAC,23.000,11.000,10.000,0.000,9.000,4.000,8.000,0.000,0.000,1.000,66.000,12.000,
SS05_2022_1,SS05,3/30,2022,1,ENCCAL,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,
SS05_2022_1,SS05,3/30,2022,1,Castilleja,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
SS05_2022_1,SS05,3/30,2022,1,EROCIC,0.000,3.000,0.000,0.000,2.000,8.000,0.000,0.000,0.000,1.000,14.000,2.545,
SS05_2022_1,SS05,3/30,2022,1,EROBOT,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.182,
SS05_2022_1,SS05,3/30,2022,1,BRANIG,7.000,0.000,4.000,237.000,0.000,0.000,0.000,0.000,0.000,0.000,248.000,45.091,
SS05_2022_1,SS05,3/30,2022,1,MIRLAE,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,2.000,0.364,
SS05_2022_1,SS05,3/30,2022,1,GILANG,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.182,
SS05_2022_1,SS05,3/30,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR10_2022_1,BKR10,3/30,2022,1,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,25.000,0.000,0.000,176.000,201.000,36.545,
BKR10_2022_1,BKR10,3/30,2022,1,SOLXAN,0.000,0.000,0.000,0.000,0.000,0.000,30.000,0.000,0.000,0.000,30.000,5.455,
BKR10_2022_1,BKR10,3/30,2022,1,EROCIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR10_2022_1,BKR10,3/30,2022,1,EROBRA,27.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.000,4.909,
BKR10_2022_1,BKR10,3/30,2022,1,ANAARV,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
BKR10_2022_1,BKR10,3/30,2022,1,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC13_2022_1,IRC13,3/31,2022,1,ACMMAR,20.000,5.000,3.000,2.000,0.000,0.000,0.000,10.000,7.000,2.000,49.000,8.909,
IRC13_2022_1,IRC13,3/31,2022,1,EROCIC,16.000,7.000,24.000,25.000,2.000,10.000,16.000,11.000,15.000,11.000,137.000,24.909,
IRC13_2022_1,IRC13,3/31,2022,1,BRANIG,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC13_2022_1,IRC13,3/31,2022,1,CRYMUR,5.000,2.000,0.000,95.000,3.000,8.000,16.000,29.000,36.000,35.000,229.000,41.636,
IRC13_2022_1,IRC13,3/31,2022,1,CAMCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC13_2022_1,IRC13,3/31,2022,1,ENCFAR,0.000,0.000,0.000,0.000,15.000,4.000,0.000,0.000,0.000,0.000,19.000,3.455,
IRC13_2022_1,IRC13,3/31,2022,1,CHAGLA,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,3.000,1.000,5.000,0.909,
IRC13_2022_1,IRC13,3/31,2022,1,ENCCAL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC13_2022_1,IRC13,3/31,2022,1,PHAPAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC13_2022_1,IRC13,3/31,2022,1,LUPTRU,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC08_2022_1,IRC08,4/1,2022,1,BRANIG,2.000,0.000,0.000,0.000,0.000,45.000,4.000,0.000,14.000,0.000,65.000,11.818,
IRC08_2022_1,IRC08,4/1,2022,1,EROCIC,3.000,2.000,8.000,0.000,0.000,4.000,10.000,4.000,6.000,15.000,52.000,9.455,
IRC08_2022_1,IRC08,4/1,2022,1,CALMAC,0.000,0.000,2.000,3.000,1.000,1.000,5.000,1.000,2.000,0.000,15.000,2.727,
IRC08_2022_1,IRC08,4/1,2022,1,MIRLAE,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,1.273,
IRC08_2022_1,IRC08,4/1,2022,1,SALMEL,0.000,0.000,0.000,0.000,6.000,0.000,0.000,13.000,0.000,9.000,28.000,5.091,
IRC08_2022_1,IRC08,4/1,2022,1,PHAPAR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC08_2022_1,IRC08,4/1,2022,1,EUCCHR,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
IRC08_2022_1,IRC08,4/1,2022,1,PHACIC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_1,I02,4/4,2022,1,BRANIG,4.000,2.000,2.000,2.000,2.000,30.000,3.000,0.000,0.000,0.000,45.000,8.182,
I02_2022_1,I02,4/4,2022,1,EROCIC,0.000,1.000,0.000,0.000,0.000,3.000,0.000,0.000,0.000,0.000,4.000,0.727,
I02_2022_1,I02,4/4,2022,1,CALMAC,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_1,I02,4/4,2022,1,DICCAP,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_1,I02,4/4,2022,1,SALMEL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_1,I02,4/4,2022,1,TRILAN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_1,I02,4/4,2022,1,CALSPL,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
I02_2022_1,I02,4/4,2022,1,HESWHI,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
